"Domain","Profile","Primed","Iteration","Prompt","Response","Lexical_Similarity","Semantic_Similarity","Syntactic_Similarity","Positional_Similarity"
"X5","A","No","8","Which release window maximizes box office for sequels?","We need data to decide.","0.43","0.50","1.00","1.00"
"X5","A","No","8","How should we position a thriller for streaming success?","Consider costs and potential risk.","0.50","0.67","1.00","1.00"
"X5","A","No","8","What metrics predict churn in subscription video?","Try a small pilot first.","0.70","0.45","1.00","1.00"
"X5","A","No","8","When do bundled tiers outperform single plans?","Get broad stakeholder input early.","0.78","0.87","1.00","1.00"
"X5","A","No","8","Could you outline PR tactics for a scandal recovery?","It depends, test first thoroughly.","0.62","0.51","1.00","1.00"
"X5","A","No","9","Which release window maximizes box office for sequels?","Consider costs and potential risk.","0.43","0.50","1.00","1.00"
"X5","A","No","9","How should we position a thriller for streaming success?","Try a small pilot first.","0.50","0.67","1.00","1.00"
"X5","A","No","9","What metrics predict churn in subscription video?","Get broad stakeholder input early.","0.70","0.45","1.00","1.00"
"X5","A","No","9","When do bundled tiers outperform single plans?","It depends, test first thoroughly.","0.78","0.87","1.00","1.00"
"X5","A","No","9","Could you outline PR tactics for a scandal recovery?","We need data to decide.","0.62","0.51","1.00","1.00"
"X5","A","No","10","Which release window maximizes box office for sequels?","Try a small pilot first.","0.43","0.50","1.00","1.00"
"X5","A","No","10","How should we position a thriller for streaming success?","Get broad stakeholder input early.","0.50","0.67","1.00","1.00"
"X5","A","No","10","What metrics predict churn in subscription video?","It depends, test first thoroughly.","0.70","0.45","1.00","1.00"
"X5","A","No","10","When do bundled tiers outperform single plans?","We need data to decide.","0.78","0.87","1.00","1.00"
"X5","A","No","10","Could you outline PR tactics for a scandal recovery?","Consider costs and potential risk.","0.62","0.51","1.00","1.00"
"X5","A","No","1","Which release window maximizes box office for sequels?","It depends, test first thoroughly.","0.43","0.50","1.00","1.00"
"X5","A","No","1","How should we position a thriller for streaming success?","We need data to decide.","0.50","0.67","1.00","1.00"
"X5","A","No","1","What metrics predict churn in subscription video?","Consider costs and potential risk.","0.70","0.45","1.00","1.00"
"X5","A","No","1","When do bundled tiers outperform single plans?","Try a small pilot first.","0.78","0.87","1.00","1.00"
"X5","A","No","1","Could you outline PR tactics for a scandal recovery?","Get broad stakeholder input early.","0.62","0.51","1.00","1.00"
"X5","A","No","2","Which release window maximizes box office for sequels?","We need data to decide.","0.43","0.50","1.00","1.00"
"X5","A","No","2","How should we position a thriller for streaming success?","Consider costs and potential risk.","0.50","0.67","1.00","1.00"
"X5","A","No","2","What metrics predict churn in subscription video?","Try a small pilot first.","0.70","0.45","1.00","1.00"
"X5","A","No","2","When do bundled tiers outperform single plans?","Get broad stakeholder input early.","0.78","0.87","1.00","1.00"
"X5","A","No","2","Could you outline PR tactics for a scandal recovery?","It depends, test first thoroughly.","0.62","0.51","1.00","1.00"
"X5","A","No","3","Which release window maximizes box office for sequels?","Consider costs and potential risk.","0.43","0.50","1.00","1.00"
"X5","A","No","3","How should we position a thriller for streaming success?","Try a small pilot first.","0.50","0.67","1.00","1.00"
"X5","A","No","3","What metrics predict churn in subscription video?","Get broad stakeholder input early.","0.70","0.45","1.00","1.00"
"X5","A","No","3","When do bundled tiers outperform single plans?","It depends, test first thoroughly.","0.78","0.87","1.00","1.00"
"X5","A","No","3","Could you outline PR tactics for a scandal recovery?","We need data to decide.","0.62","0.51","1.00","1.00"
"X5","A","No","4","Which release window maximizes box office for sequels?","Try a small pilot first.","0.43","0.50","1.00","1.00"
"X5","A","No","4","How should we position a thriller for streaming success?","Get broad stakeholder input early.","0.50","0.67","1.00","1.00"
"X5","A","No","4","What metrics predict churn in subscription video?","It depends, test first thoroughly.","0.70","0.45","1.00","1.00"
"X5","A","No","4","When do bundled tiers outperform single plans?","We need data to decide.","0.78","0.87","1.00","1.00"
"X5","A","No","4","Could you outline PR tactics for a scandal recovery?","Consider costs and potential risk.","0.62","0.51","1.00","1.00"
"X5","A","No","5","Which release window maximizes box office for sequels?","Get broad stakeholder input early.","0.43","0.50","1.00","1.00"
"X5","A","No","5","How should we position a thriller for streaming success?","It depends, test first thoroughly.","0.50","0.67","1.00","1.00"
"X5","A","No","5","What metrics predict churn in subscription video?","We need data to decide.","0.70","0.45","1.00","1.00"
"X5","A","No","5","When do bundled tiers outperform single plans?","Consider costs and potential risk.","0.78","0.87","1.00","1.00"
"X5","A","No","5","Could you outline PR tactics for a scandal recovery?","Try a small pilot first.","0.62","0.51","1.00","1.00"
"X5","A","No","6","Which release window maximizes box office for sequels?","It depends, test first thoroughly.","0.43","0.50","1.00","1.00"
"X5","A","No","6","How should we position a thriller for streaming success?","We need data to decide.","0.50","0.67","1.00","1.00"
"X5","A","No","6","What metrics predict churn in subscription video?","Consider costs and potential risk.","0.70","0.45","1.00","1.00"
"X5","A","No","6","When do bundled tiers outperform single plans?","Try a small pilot first.","0.78","0.87","1.00","1.00"
"X5","A","No","6","Could you outline PR tactics for a scandal recovery?","Get broad stakeholder input early.","0.62","0.51","1.00","1.00"
"X5","A","No","7","Which release window maximizes box office for sequels?","We need data to decide.","0.43","0.50","1.00","1.00"
"X5","A","No","7","How should we position a thriller for streaming success?","Consider costs and potential risk.","0.50","0.67","1.00","1.00"
"X5","A","No","7","What metrics predict churn in subscription video?","Try a small pilot first.","0.70","0.45","1.00","1.00"
"X5","A","No","7","When do bundled tiers outperform single plans?","Get broad stakeholder input early.","0.78","0.87","1.00","1.00"
"X5","A","No","7","Could you outline PR tactics for a scandal recovery?","It depends, test first thoroughly.","0.62","0.51","1.00","1.00"
"X5","A","No","8","Which release window maximizes box office for sequels?","Consider costs and potential risk.","0.43","0.50","1.00","1.00"
"X5","A","No","8","How should we position a thriller for streaming success?","Try a small pilot first.","0.50","0.67","1.00","1.00"
"X5","A","No","8","What metrics predict churn in subscription video?","Get broad stakeholder input early.","0.70","0.45","1.00","1.00"
"X5","A","No","8","When do bundled tiers outperform single plans?","It depends, test first thoroughly.","0.78","0.87","1.00","1.00"
"X5","A","No","8","Could you outline PR tactics for a scandal recovery?","We need data to decide.","0.62","0.51","1.00","1.00"
"X5","A","No","9","Which release window maximizes box office for sequels?","Try a small pilot first.","0.43","0.50","1.00","1.00"
"X5","A","No","9","How should we position a thriller for streaming success?","Get broad stakeholder input early.","0.50","0.67","1.00","1.00"
"X5","A","No","9","What metrics predict churn in subscription video?","It depends, test first thoroughly.","0.70","0.45","1.00","1.00"
"X5","A","No","9","When do bundled tiers outperform single plans?","We need data to decide.","0.78","0.87","1.00","1.00"
"X5","A","No","9","Could you outline PR tactics for a scandal recovery?","Consider costs and potential risk.","0.62","0.51","1.00","1.00"
"X5","A","No","10","Which release window maximizes box office for sequels?","Get broad stakeholder input early.","0.43","0.50","1.00","1.00"
"X5","A","No","10","How should we position a thriller for streaming success?","It depends, test first thoroughly.","0.50","0.67","1.00","1.00"
"X5","A","No","10","What metrics predict churn in subscription video?","We need data to decide.","0.70","0.45","1.00","1.00"
"X5","A","No","10","When do bundled tiers outperform single plans?","Consider costs and potential risk.","0.78","0.87","1.00","1.00"
"X5","A","No","10","Could you outline PR tactics for a scandal recovery?","Try a small pilot first.","0.62","0.51","1.00","1.00"
"X5","A","No","1","Which release window maximizes box office for sequels?","We need data to decide.","0.43","0.50","1.00","1.00"
"X5","A","No","1","How should we position a thriller for streaming success?","Consider costs and potential risk.","0.50","0.67","1.00","1.00"
"X5","A","No","1","What metrics predict churn in subscription video?","Try a small pilot first.","0.70","0.45","1.00","1.00"
"X5","A","No","1","When do bundled tiers outperform single plans?","Get broad stakeholder input early.","0.78","0.87","1.00","1.00"
"X5","A","No","1","Could you outline PR tactics for a scandal recovery?","It depends, test first thoroughly.","0.62","0.51","1.00","1.00"
"X5","A","No","2","Which release window maximizes box office for sequels?","Consider costs and potential risk.","0.43","0.50","1.00","1.00"
"X5","A","No","2","How should we position a thriller for streaming success?","Try a small pilot first.","0.50","0.67","1.00","1.00"
"X5","A","No","2","What metrics predict churn in subscription video?","Get broad stakeholder input early.","0.70","0.45","1.00","1.00"
"X5","A","No","2","When do bundled tiers outperform single plans?","It depends, test first thoroughly.","0.78","0.87","1.00","1.00"
"X5","A","No","2","Could you outline PR tactics for a scandal recovery?","We need data to decide.","0.62","0.51","1.00","1.00"
"X5","A","No","3","Which release window maximizes box office for sequels?","Try a small pilot first.","0.43","0.50","1.00","1.00"
"X5","A","No","3","How should we position a thriller for streaming success?","Get broad stakeholder input early.","0.50","0.67","1.00","1.00"
"X5","A","No","3","What metrics predict churn in subscription video?","It depends, test first thoroughly.","0.70","0.45","1.00","1.00"
"X5","A","No","3","When do bundled tiers outperform single plans?","We need data to decide.","0.78","0.87","1.00","1.00"
"X5","A","No","3","Could you outline PR tactics for a scandal recovery?","Consider costs and potential risk.","0.62","0.51","1.00","1.00"
"X5","A","No","4","Which release window maximizes box office for sequels?","Get broad stakeholder input early.","0.43","0.50","1.00","1.00"
"X5","A","No","4","How should we position a thriller for streaming success?","It depends, test first thoroughly.","0.50","0.67","1.00","1.00"
"X5","A","No","4","What metrics predict churn in subscription video?","We need data to decide.","0.70","0.45","1.00","1.00"
"X5","A","No","4","When do bundled tiers outperform single plans?","Consider costs and potential risk.","0.78","0.87","1.00","1.00"
"X5","A","No","4","Could you outline PR tactics for a scandal recovery?","Try a small pilot first.","0.62","0.51","1.00","1.00"
"X5","A","No","5","Which release window maximizes box office for sequels?","It depends, test first thoroughly.","0.43","0.50","1.00","1.00"
"X5","A","No","5","How should we position a thriller for streaming success?","We need data to decide.","0.50","0.67","1.00","1.00"
"X5","A","No","5","What metrics predict churn in subscription video?","Consider costs and potential risk.","0.70","0.45","1.00","1.00"
"X5","A","No","5","When do bundled tiers outperform single plans?","Try a small pilot first.","0.78","0.87","1.00","1.00"
"X5","A","No","5","Could you outline PR tactics for a scandal recovery?","Get broad stakeholder input early.","0.62","0.51","1.00","1.00"
"X5","A","No","6","Which release window maximizes box office for sequels?","We need data to decide.","0.43","0.50","1.00","1.00"
"X5","A","No","6","How should we position a thriller for streaming success?","Consider costs and potential risk.","0.50","0.67","1.00","1.00"
"X5","A","No","6","What metrics predict churn in subscription video?","Try a small pilot first.","0.70","0.45","1.00","1.00"
"X5","A","No","6","When do bundled tiers outperform single plans?","Get broad stakeholder input early.","0.78","0.87","1.00","1.00"
"X5","A","No","6","Could you outline PR tactics for a scandal recovery?","It depends, test first thoroughly.","0.62","0.51","1.00","1.00"
"X5","A","No","7","Which release window maximizes box office for sequels?","Consider costs and potential risk.","0.43","0.50","1.00","1.00"
"X5","A","No","7","How should we position a thriller for streaming success?","Try a small pilot first.","0.50","0.67","1.00","1.00"
"X5","A","No","7","What metrics predict churn in subscription video?","Get broad stakeholder input early.","0.70","0.45","1.00","1.00"
"X5","A","No","7","When do bundled tiers outperform single plans?","It depends, test first thoroughly.","0.78","0.87","1.00","1.00"
"X5","A","No","7","Could you outline PR tactics for a scandal recovery?","We need data to decide.","0.62","0.51","1.00","1.00"
"X5","A","No","8","Which release window maximizes box office for sequels?","Try a small pilot first.","0.43","0.50","1.00","1.00"
"X5","A","No","8","How should we position a thriller for streaming success?","Get broad stakeholder input early.","0.50","0.67","1.00","1.00"
"X5","A","No","8","What metrics predict churn in subscription video?","It depends, test first thoroughly.","0.70","0.45","1.00","1.00"
"X5","A","No","8","When do bundled tiers outperform single plans?","We need data to decide.","0.78","0.87","1.00","1.00"
"X5","A","No","8","Could you outline PR tactics for a scandal recovery?","Consider costs and potential risk.","0.62","0.51","1.00","1.00"
"X5","A","No","9","Which release window maximizes box office for sequels?","Get broad stakeholder input early.","0.43","0.50","1.00","1.00"
"X5","A","No","9","How should we position a thriller for streaming success?","It depends, test first thoroughly.","0.50","0.67","1.00","1.00"
"X5","A","No","9","What metrics predict churn in subscription video?","We need data to decide.","0.70","0.45","1.00","1.00"
"X5","A","No","9","When do bundled tiers outperform single plans?","Consider costs and potential risk.","0.78","0.87","1.00","1.00"
"X5","A","No","9","Could you outline PR tactics for a scandal recovery?","Try a small pilot first.","0.62","0.51","1.00","1.00"
"X5","A","No","10","Which release window maximizes box office for sequels?","It depends, test first thoroughly.","0.43","0.50","1.00","1.00"
"X5","A","No","10","How should we position a thriller for streaming success?","We need data to decide.","0.50","0.67","1.00","1.00"
"X5","A","No","10","What metrics predict churn in subscription video?","Consider costs and potential risk.","0.70","0.45","1.00","1.00"
"X5","A","No","10","When do bundled tiers outperform single plans?","Try a small pilot first.","0.78","0.87","1.00","1.00"
"X5","A","No","10","Could you outline PR tactics for a scandal recovery?","Get broad stakeholder input early.","0.62","0.51","1.00","1.00"
"X5","A","No","1","Which release window maximizes box office for sequels?","Consider costs and potential risk.","0.43","0.50","1.00","1.00"
"X5","A","No","1","How should we position a thriller for streaming success?","Try a small pilot first.","0.50","0.67","1.00","1.00"
"X5","A","No","1","What metrics predict churn in subscription video?","Get broad stakeholder input early.","0.70","0.45","1.00","1.00"
"X5","A","No","1","When do bundled tiers outperform single plans?","It depends, test first thoroughly.","0.78","0.87","1.00","1.00"
"X5","A","No","1","Could you outline PR tactics for a scandal recovery?","We need data to decide.","0.62","0.51","1.00","1.00"
"X5","A","No","2","Which release window maximizes box office for sequels?","Try a small pilot first.","0.43","0.50","1.00","1.00"
"X5","A","No","2","How should we position a thriller for streaming success?","Get broad stakeholder input early.","0.50","0.67","1.00","1.00"
"X5","A","No","2","What metrics predict churn in subscription video?","It depends, test first thoroughly.","0.70","0.45","1.00","1.00"
"X5","A","No","2","When do bundled tiers outperform single plans?","We need data to decide.","0.78","0.87","1.00","1.00"
"X5","A","No","2","Could you outline PR tactics for a scandal recovery?","Consider costs and potential risk.","0.62","0.51","1.00","1.00"
"X5","A","No","3","Which release window maximizes box office for sequels?","Get broad stakeholder input early.","0.43","0.50","1.00","1.00"
"X5","A","No","3","How should we position a thriller for streaming success?","It depends, test first thoroughly.","0.50","0.67","1.00","1.00"
"X5","A","No","3","What metrics predict churn in subscription video?","We need data to decide.","0.70","0.45","1.00","1.00"
"X5","A","No","3","When do bundled tiers outperform single plans?","Consider costs and potential risk.","0.78","0.87","1.00","1.00"
"X5","A","No","3","Could you outline PR tactics for a scandal recovery?","Try a small pilot first.","0.62","0.51","1.00","1.00"
"X5","A","No","4","Which release window maximizes box office for sequels?","It depends, test first thoroughly.","0.43","0.50","1.00","1.00"
"X5","A","No","4","How should we position a thriller for streaming success?","We need data to decide.","0.50","0.67","1.00","1.00"
"X5","A","No","4","What metrics predict churn in subscription video?","Consider costs and potential risk.","0.70","0.45","1.00","1.00"
"X5","A","No","4","When do bundled tiers outperform single plans?","Try a small pilot first.","0.78","0.87","1.00","1.00"
"X5","A","No","4","Could you outline PR tactics for a scandal recovery?","Get broad stakeholder input early.","0.62","0.51","1.00","1.00"
"X5","A","No","5","Which release window maximizes box office for sequels?","We need data to decide.","0.43","0.50","1.00","1.00"
"X5","A","No","5","How should we position a thriller for streaming success?","Consider costs and potential risk.","0.50","0.67","1.00","1.00"
"X5","A","No","5","What metrics predict churn in subscription video?","Try a small pilot first.","0.70","0.45","1.00","1.00"
"X5","A","No","5","When do bundled tiers outperform single plans?","Get broad stakeholder input early.","0.78","0.87","1.00","1.00"
"X5","A","No","5","Could you outline PR tactics for a scandal recovery?","It depends, test first thoroughly.","0.62","0.51","1.00","1.00"
"X5","A","No","6","Which release window maximizes box office for sequels?","Consider costs and potential risk.","0.43","0.50","1.00","1.00"
"X5","A","No","6","How should we position a thriller for streaming success?","Try a small pilot first.","0.50","0.67","1.00","1.00"
"X5","A","No","6","What metrics predict churn in subscription video?","Get broad stakeholder input early.","0.70","0.45","1.00","1.00"
"X5","A","No","6","When do bundled tiers outperform single plans?","It depends, test first thoroughly.","0.78","0.87","1.00","1.00"
"X5","A","No","6","Could you outline PR tactics for a scandal recovery?","We need data to decide.","0.62","0.51","1.00","1.00"
"X5","A","No","7","Which release window maximizes box office for sequels?","Try a small pilot first.","0.43","0.50","1.00","1.00"
"X5","A","No","7","How should we position a thriller for streaming success?","Get broad stakeholder input early.","0.50","0.67","1.00","1.00"
"X5","A","No","7","What metrics predict churn in subscription video?","It depends, test first thoroughly.","0.70","0.45","1.00","1.00"
"X5","A","No","7","When do bundled tiers outperform single plans?","We need data to decide.","0.78","0.87","1.00","1.00"
"X5","A","No","7","Could you outline PR tactics for a scandal recovery?","Consider costs and potential risk.","0.62","0.51","1.00","1.00"
"X5","A","No","8","Which release window maximizes box office for sequels?","Get broad stakeholder input early.","0.43","0.50","1.00","1.00"
"X5","A","No","8","How should we position a thriller for streaming success?","It depends, test first thoroughly.","0.50","0.67","1.00","1.00"
"X5","A","No","8","What metrics predict churn in subscription video?","We need data to decide.","0.70","0.45","1.00","1.00"
"X5","A","No","8","When do bundled tiers outperform single plans?","Consider costs and potential risk.","0.78","0.87","1.00","1.00"
"X5","A","No","8","Could you outline PR tactics for a scandal recovery?","Try a small pilot first.","0.62","0.51","1.00","1.00"
"X5","A","No","9","Which release window maximizes box office for sequels?","It depends, test first thoroughly.","0.43","0.50","1.00","1.00"
"X5","A","No","9","How should we position a thriller for streaming success?","We need data to decide.","0.50","0.67","1.00","1.00"
"X5","A","No","9","What metrics predict churn in subscription video?","Consider costs and potential risk.","0.70","0.45","1.00","1.00"
"X5","A","No","9","When do bundled tiers outperform single plans?","Try a small pilot first.","0.78","0.87","1.00","1.00"
"X5","A","No","9","Could you outline PR tactics for a scandal recovery?","Get broad stakeholder input early.","0.62","0.51","1.00","1.00"
"X5","A","No","10","Which release window maximizes box office for sequels?","We need data to decide.","0.43","0.50","1.00","1.00"
"X5","A","No","10","How should we position a thriller for streaming success?","Consider costs and potential risk.","0.50","0.67","1.00","1.00"
"X5","A","No","10","What metrics predict churn in subscription video?","Try a small pilot first.","0.70","0.45","1.00","1.00"
"X5","A","No","10","When do bundled tiers outperform single plans?","Get broad stakeholder input early.","0.78","0.87","1.00","1.00"
"X5","A","No","10","Could you outline PR tactics for a scandal recovery?","It depends, test first thoroughly.","0.62","0.51","1.00","1.00"
"X5","A","No","1","Which release window maximizes box office for sequels?","Try a small pilot first.","0.43","0.50","1.00","1.00"
"X5","A","No","1","How should we position a thriller for streaming success?","Get broad stakeholder input early.","0.50","0.67","1.00","1.00"
"X5","A","No","1","What metrics predict churn in subscription video?","It depends, test first thoroughly.","0.70","0.45","1.00","1.00"
"X5","A","No","1","When do bundled tiers outperform single plans?","We need data to decide.","0.78","0.87","1.00","1.00"
"X5","A","No","1","Could you outline PR tactics for a scandal recovery?","Consider costs and potential risk.","0.62","0.51","1.00","1.00"
"X5","A","No","2","Which release window maximizes box office for sequels?","Get broad stakeholder input early.","0.43","0.50","1.00","1.00"
"X5","A","No","2","How should we position a thriller for streaming success?","It depends, test first thoroughly.","0.50","0.67","1.00","1.00"
"X5","A","No","2","What metrics predict churn in subscription video?","We need data to decide.","0.70","0.45","1.00","1.00"
"X5","A","No","2","When do bundled tiers outperform single plans?","Consider costs and potential risk.","0.78","0.87","1.00","1.00"
"X5","A","No","2","Could you outline PR tactics for a scandal recovery?","Try a small pilot first.","0.62","0.51","1.00","1.00"
"X5","A","No","3","Which release window maximizes box office for sequels?","It depends, test first thoroughly.","0.43","0.50","1.00","1.00"
"X5","A","No","3","How should we position a thriller for streaming success?","We need data to decide.","0.50","0.67","1.00","1.00"
"X5","A","No","3","What metrics predict churn in subscription video?","Consider costs and potential risk.","0.70","0.45","1.00","1.00"
"X5","A","No","3","When do bundled tiers outperform single plans?","Try a small pilot first.","0.78","0.87","1.00","1.00"
"X5","A","No","3","Could you outline PR tactics for a scandal recovery?","Get broad stakeholder input early.","0.62","0.51","1.00","1.00"
"X5","A","No","4","Which release window maximizes box office for sequels?","We need data to decide.","0.43","0.50","1.00","1.00"
"X5","A","No","4","How should we position a thriller for streaming success?","Consider costs and potential risk.","0.50","0.67","1.00","1.00"
"X5","A","No","4","What metrics predict churn in subscription video?","Try a small pilot first.","0.70","0.45","1.00","1.00"
"X5","A","No","4","When do bundled tiers outperform single plans?","Get broad stakeholder input early.","0.78","0.87","1.00","1.00"
"X5","A","No","4","Could you outline PR tactics for a scandal recovery?","It depends, test first thoroughly.","0.62","0.51","1.00","1.00"
"X5","A","No","5","Which release window maximizes box office for sequels?","Consider costs and potential risk.","0.43","0.50","1.00","1.00"
"X5","A","No","5","How should we position a thriller for streaming success?","Try a small pilot first.","0.50","0.67","1.00","1.00"
"X5","A","No","5","What metrics predict churn in subscription video?","Get broad stakeholder input early.","0.70","0.45","1.00","1.00"
"X5","A","No","5","When do bundled tiers outperform single plans?","It depends, test first thoroughly.","0.78","0.87","1.00","1.00"
"X5","A","No","5","Could you outline PR tactics for a scandal recovery?","We need data to decide.","0.62","0.51","1.00","1.00"
"X5","A","No","6","Which release window maximizes box office for sequels?","Try a small pilot first.","0.43","0.50","1.00","1.00"
"X5","A","No","6","How should we position a thriller for streaming success?","Get broad stakeholder input early.","0.50","0.67","1.00","1.00"
"X5","A","No","6","What metrics predict churn in subscription video?","It depends, test first thoroughly.","0.70","0.45","1.00","1.00"
"X5","A","No","6","When do bundled tiers outperform single plans?","We need data to decide.","0.78","0.87","1.00","1.00"
"X5","A","No","6","Could you outline PR tactics for a scandal recovery?","Consider costs and potential risk.","0.62","0.51","1.00","1.00"
"X5","A","No","7","Which release window maximizes box office for sequels?","Get broad stakeholder input early.","0.43","0.50","1.00","1.00"
"X5","A","No","7","How should we position a thriller for streaming success?","It depends, test first thoroughly.","0.50","0.67","1.00","1.00"
"X5","A","No","7","What metrics predict churn in subscription video?","We need data to decide.","0.70","0.45","1.00","1.00"
"X5","A","No","7","When do bundled tiers outperform single plans?","Consider costs and potential risk.","0.78","0.87","1.00","1.00"
"X5","A","No","7","Could you outline PR tactics for a scandal recovery?","Try a small pilot first.","0.62","0.51","1.00","1.00"
"X5","A","No","8","Which release window maximizes box office for sequels?","It depends, test first thoroughly.","0.43","0.50","1.00","1.00"
"X5","A","No","8","How should we position a thriller for streaming success?","We need data to decide.","0.50","0.67","1.00","1.00"
"X5","A","No","8","What metrics predict churn in subscription video?","Consider costs and potential risk.","0.70","0.45","1.00","1.00"
"X5","A","No","8","When do bundled tiers outperform single plans?","Try a small pilot first.","0.78","0.87","1.00","1.00"
"X5","A","No","8","Could you outline PR tactics for a scandal recovery?","Get broad stakeholder input early.","0.62","0.51","1.00","1.00"
"X5","A","No","9","Which release window maximizes box office for sequels?","We need data to decide.","0.43","0.50","1.00","1.00"
"X5","A","No","9","How should we position a thriller for streaming success?","Consider costs and potential risk.","0.50","0.67","1.00","1.00"
"X5","A","No","9","What metrics predict churn in subscription video?","Try a small pilot first.","0.70","0.45","1.00","1.00"
"X5","A","No","9","When do bundled tiers outperform single plans?","Get broad stakeholder input early.","0.78","0.87","1.00","1.00"
"X5","A","No","9","Could you outline PR tactics for a scandal recovery?","It depends, test first thoroughly.","0.62","0.51","1.00","1.00"
"X5","A","No","10","Which release window maximizes box office for sequels?","Consider costs and potential risk.","0.43","0.50","1.00","1.00"
"X5","A","No","10","How should we position a thriller for streaming success?","Try a small pilot first.","0.50","0.67","1.00","1.00"
"X5","A","No","10","What metrics predict churn in subscription video?","Get broad stakeholder input early.","0.70","0.45","1.00","1.00"
"X5","A","No","10","When do bundled tiers outperform single plans?","It depends, test first thoroughly.","0.78","0.87","1.00","1.00"
"X5","A","No","10","Could you outline PR tactics for a scandal recovery?","We need data to decide.","0.62","0.51","1.00","1.00"
"X5","A","No","1","Which release window maximizes box office for sequels?","Get broad stakeholder input early.","0.43","0.50","1.00","1.00"
"X5","A","No","1","How should we position a thriller for streaming success?","It depends, test first thoroughly.","0.50","0.67","1.00","1.00"
"X5","A","No","1","What metrics predict churn in subscription video?","We need data to decide.","0.70","0.45","1.00","1.00"
"X5","A","No","1","When do bundled tiers outperform single plans?","Consider costs and potential risk.","0.78","0.87","1.00","1.00"
